account_id,first_warn_month_th35,first_warn_month_th40,first_warn_month_th45
7c8115dd-a189-4ad0-a5b0-5b47f87af20a,5.0,6.0,7.0
7cbb90f7-9f7a-4ca4-aba8-b379e9a4ccfa,4.0,4.0,4.0
7d1b0df4-23af-481b-b17f-91614b7cb590,5.0,6.0,7.0
7d468b79-9b56-4001-90b6-d6e3ed4df40a,7.0,7.0,
7d5acc2e-843b-45c1-a729-5a9197d878bf,,,
7d9a5570-7bcf-45f5-9134-2f6a28b434de,,,
7dd2e8d3-4564-45fb-89f0-feb6f411fbf1,,,
7dede2c2-0b78-4996-8692-25bbf0166b3f,5.0,6.0,7.0
7e559b91-6bbb-4075-8a44-df46e58e3742,6.0,7.0,7.0
7ed8dd22-1956-4a76-ad36-6a3bfbdf655e,,,
7f123156-a71f-4876-8155-d5d840b9ae0c,,,
7f9ed24e-9adb-40d3-9415-8462b112e9d9,3.0,3.0,3.0
7fc532c4-dc81-459d-a242-b9baf498c27c,4.0,4.0,4.0
7ff6e83e-40f1-4ab3-9b59-519bda7603bf,,,
80447a63-b90c-4e74-bef8-f9ae12484b2a,3.0,3.0,3.0
8083b268-9999-45d2-9df7-bc98adf479a1,3.0,3.0,3.0
80cab7db-37d6-4900-9a3c-fcc7a5b17f26,4.0,6.0,7.0
810dd5b7-9d20-4e1c-9fd3-082a6222918e,,,
8159d4ab-5c9e-4ffe-9a46-b653c1a19386,3.0,3.0,3.0
81860025-52e8-430a-adf1-11615d133e45,,,
82467a1e-3985-418d-9c17-6953143fdfb8,,,
82ec58c5-06b6-401e-87d5-1f052ffe63a0,3.0,3.0,3.0
83550aaa-e42c-47da-b529-4ea1d95504ce,,,
8367edb0-f81d-41d4-b596-25b283ac205c,3.0,3.0,3.0
83a833d3-64a9-4a91-8d06-9fea9474bdc7,5.0,5.0,6.0
83fb1aa9-e1c1-4854-83a8-b52df3726e70,4.0,5.0,6.0
84259a9d-6e3a-4121-80b8-9b32db52d194,6.0,6.0,6.0
84c073f4-d508-4bf3-9a3d-93d03daba56f,,,
84d4f44b-b406-4adc-b35e-37a017870ed2,3.0,3.0,3.0
84e1ab4b-13df-4603-9278-5b4c47983245,6.0,7.0,9.0
84ed6b57-bb1d-415f-8407-d86d23868ef0,,,
85012893-31b5-4504-8569-f13e57df9ff5,4.0,5.0,6.0
852c6878-cd67-47fa-a5eb-7831613f1039,3.0,3.0,3.0
859e68e8-9497-45c6-8cdc-beb8ccfc7b95,4.0,4.0,4.0
85b53189-4646-49c8-8c49-39f2ef059bf4,5.0,5.0,5.0
85bdeb69-cbbc-4989-a834-c4ec93396620,4.0,5.0,6.0
86674f6c-c88f-4ff1-9a8d-294c2959b14c,,,
868eba12-bd67-4f55-922a-17748a956241,,,
86bbf107-45cf-4d64-bd64-e3afd8816dd3,,,
86e701d2-f268-4a54-bcf6-6ca179542f6c,9.0,9.0,9.0
874e9268-7b23-4c2b-87ac-d958897d9263,10.0,10.0,
88119748-0ae4-4577-bfd3-b7c9dff8c5d2,4.0,5.0,5.0
88254379-0ff2-4861-8e95-13cb555d3fb2,5.0,5.0,5.0
889568cf-5199-489a-9a6d-8ee789225134,,,
88e87c71-2d34-492f-b691-64b7c9e1a41a,3.0,3.0,3.0
8a3fc244-3840-432c-b53c-4828178215f9,9.0,9.0,9.0
8a8a9578-5b04-4754-9196-0deaf4b3915f,4.0,5.0,6.0
8aabe784-0d39-479c-9833-32056b85d53c,6.0,7.0,10.0
8b57fa10-3bef-4ef9-a9bb-2b2ed31de677,3.0,3.0,3.0
8c57f905-8c87-4805-8f35-9bfe64556de1,3.0,3.0,3.0
8c66ddb1-6c1e-45d4-af42-57de9e405afa,6.0,6.0,6.0
8c80afc8-3133-4a1d-89bf-afa1519c85a6,4.0,4.0,5.0
8cad464b-93d6-42de-aacc-f83bbbcd0920,3.0,3.0,3.0
8cbe10d0-fe48-421f-a922-2d01fa048b19,,,
8cd60f3c-dea6-4568-80dd-106fe4c91635,,,
8cf412f6-fe96-4d57-aa15-cc106a8ff8f2,4.0,5.0,7.0
8cfbea8b-6df7-44e7-863d-1aa16e210244,,,
8d117eb1-69a6-4be9-8e07-d4ee5e285250,3.0,3.0,3.0
8d2762f1-36ec-4077-8617-fb0b9c12abf5,,,
8e429586-a3e0-4803-a60c-837667c4a152,4.0,4.0,4.0
8e6fecb8-505a-4aaa-9c37-261e38902169,,,
8e8ab7a9-447c-4cdc-9e87-374c9e01f181,,,
8ec37ffb-42f3-4c70-a090-ff074bf4df3e,5.0,7.0,8.0
8edbd604-9ba3-4b9b-8cca-9472cd2335a3,,,
8f44cfcb-1791-4f30-bfb7-cc93859a7382,4.0,5.0,6.0
8fa4c57e-e35b-48ae-b211-5b4fa69fc00f,4.0,6.0,7.0
8fd8f6aa-4af9-4ae0-a920-dc42bac30399,3.0,3.0,3.0
8fdb5a85-ded1-4477-a10b-0771a5d8b149,4.0,5.0,6.0
90385b75-f8e3-4f1c-980d-ddacd1d8e369,,,
90f3f7c8-023d-4927-aa46-d652d776989b,10.0,12.0,12.0
91895d70-118b-4f83-9bd5-3bb88835dccc,,,
91b89855-e870-429c-99eb-31bcd423d5c6,,,
91dcbfe0-eb3a-4dc7-88a0-837bfddb5208,3.0,3.0,3.0
925f6019-bae0-47df-9016-0a470c7cadc4,6.0,6.0,6.0
926cdd2f-6b06-4c14-b1a4-d171e6994216,9.0,10.0,12.0
92880976-a1d7-4c08-b5a4-4d001a5526d4,,,
931138b8-cc85-4f49-b0dd-5f4034aa600b,,,
938fc2bb-e8b0-4ffd-bca0-41a0ce1d45de,,,
93d4d3cf-e4c6-4212-a7e7-05107a38c097,4.0,5.0,6.0
93d8de4e-f1e9-4ae6-916c-237386c19427,3.0,3.0,3.0
940c665e-2548-4aab-8975-18d370d67df8,3.0,3.0,3.0
946aeeab-410d-4e60-bbfb-7d2f60a74161,3.0,3.0,3.0
94b41f0e-1c8f-4f75-ad65-1ccc2f498694,3.0,3.0,3.0
94b54abf-5017-4cd2-8656-b068185d7430,3.0,3.0,3.0
94e08e0e-65d0-4da3-9601-7596ba492d37,4.0,5.0,5.0
950b921d-31b8-417b-b1f2-a10052a8885e,,,
95133ec0-00c3-4533-a9d8-278181419e43,3.0,3.0,3.0
956cd82d-e3f2-4a73-be22-f4f04312b374,3.0,3.0,3.0
9647b351-8898-43ad-990a-a2d890d73bf8,4.0,4.0,8.0
96504fbf-f927-41e3-b935-cdf56bf00c79,4.0,4.0,4.0
96648e6d-8143-4c96-83ba-c073ae2ad641,3.0,3.0,3.0
9696ee65-b309-4518-a9b7-09d3d8c6b80d,4.0,7.0,8.0
971b4c7d-63a1-46ca-b9ed-95a69128b18f,4.0,4.0,4.0
971e1563-6863-4482-a4a2-44dfc8454b69,8.0,8.0,8.0
97a0f231-5cbb-471c-bbfb-951b06f46667,3.0,3.0,3.0
98d28865-292f-4427-b910-c725fea346f1,,,
98e94c4f-2a0c-4baa-836a-cb2dcd06f80a,5.0,5.0,5.0
994ed3b4-4b24-451a-b764-fdf10f3da043,3.0,3.0,3.0
996f405c-0949-4c1d-b69f-aa6f72e81324,,,
99fb1bac-a6e5-49c0-b2ee-23b1212b43ea,3.0,3.0,3.0
9a1122a6-901a-4d9b-8c04-7ac0e3e515d6,4.0,4.0,4.0
9a229af4-e5ab-4345-a0f0-6b8db4a70012,8.0,8.0,8.0
9b959e5f-db2d-4d89-90f2-ab85e520e96e,,,
9ba0f657-c0b5-4c22-96fa-b48ba32d3482,3.0,3.0,3.0
9c0c9e84-234a-4b16-acaf-5f9bcfc40dff,4.0,5.0,6.0
9cfcd62d-d653-4e67-b8e1-2db42a2058d9,3.0,3.0,3.0
9d280c47-c560-4609-9868-9d42dcae6de3,8.0,8.0,8.0
9dba2af6-ea08-4726-b202-9f003ef6c459,6.0,7.0,8.0
9def4077-3b97-41b7-92a4-e9672e4b6d46,,,
9e008d4a-e7b3-4560-847e-0867bc60cf4b,3.0,3.0,3.0
9e3d997a-843d-4035-9783-679e66aa42a1,6.0,6.0,6.0
9e44fe8c-f13d-4ae9-8a82-2beb4d6d0f70,,,
9e4a544b-4123-46e0-b248-2099b5018b23,3.0,3.0,3.0
9ec79143-a484-4316-b181-47637e557c7e,,,
9f4b7da4-77ca-477a-8209-329851434b29,5.0,5.0,5.0
9fca8ff8-57f3-445c-b37c-5923487c0e7d,5.0,6.0,7.0
9ff0946e-fb56-4292-99f9-71110111576d,3.0,3.0,3.0
a02c7577-ed7e-4b52-9604-f56ec14685e6,4.0,5.0,6.0
a11dd8ec-47d5-43d1-ab05-3c339aa7294f,,,
a1385816-ade9-46ee-8a6c-ddc89d995d8d,,,
a1a6889c-0e33-4f65-beab-5d6de71640bd,8.0,8.0,
a1c7710e-cb34-4f59-9acf-e9155648d787,,,
a2139bc6-3017-45c1-b302-41e46f1a11b6,3.0,3.0,3.0
a279b5b0-041b-4e3a-96d2-3ec3191aed2c,,,
a2f4de41-d10f-43e7-bffa-5412ae0f60db,,,
a2f5bf7c-9868-4e96-ba5f-82992a685b4b,4.0,5.0,6.0
a31ad045-eb97-4a12-9800-62bf4b3d5d6b,3.0,3.0,3.0
a337b10b-b409-4528-a3b0-aee2198f7822,7.0,8.0,10.0
a3a8f769-9bc4-46a3-b016-57144a216fda,3.0,3.0,3.0
a3e28565-6988-4267-8c3b-d68485294b94,,,
a3f38f3a-3069-455e-a0e5-ef876bd25fec,,,
a45a9c85-814b-458f-a1c5-b76b927e989f,,,
a475cbd6-a263-4134-9b74-360dfe7f6ee6,,,
a6cadbb0-631c-4076-b3cd-dbbc158f5fcc,4.0,5.0,5.0
a6fad0c2-c3e8-43d2-a217-0af32eaa606e,3.0,3.0,3.0
a71963af-92dc-4605-960c-4d504c94bdeb,11.0,11.0,11.0
a72aa017-9fbe-496f-af0b-daf23f0b9228,3.0,3.0,3.0
a77396ab-d36c-4219-8d8d-029d0471bb4a,,,
a782d1bf-1b9c-40bd-9e62-9231d7a55e69,,,
a7a78e20-3881-49fc-b131-decb9485b3fe,4.0,4.0,4.0
a8167093-b5ac-4ba2-883d-c2fad7ac9bcf,9.0,9.0,9.0
a820e822-8372-4bc3-958d-1f6f759a1575,10.0,10.0,10.0
a87612b0-3634-4e3d-8daf-084a76c8d142,5.0,6.0,6.0
a87d7969-ce91-4240-9870-752e6fad1293,11.0,11.0,11.0
a9194548-5c2a-4312-8c0b-f65a0b455047,4.0,4.0,4.0
a9264b26-9208-45cb-8ff2-ce4f72deb335,,,
a9513271-708a-4264-bd0f-87ae831808f2,,,
a99d3258-3f86-4e76-8cd7-b53fb7f57e4c,4.0,6.0,7.0
a9e17079-91e3-4900-ac61-ae258a406032,7.0,7.0,7.0
a9ecafd0-7b65-4610-a72c-d61ac41b5907,,,
aa79781a-c151-4f2d-87a9-66da78dd1b51,,,
aa96f190-998e-43ec-ba51-9743947ea4c1,6.0,7.0,8.0
aab8df8b-65d1-4592-8649-4b8fa2ac4c4b,3.0,3.0,3.0
ab3246a0-61c8-48f4-be11-2b5c8a86c216,,,
ab4f6914-9960-4beb-9559-70cd397be6fa,3.0,3.0,3.0
ab6553d3-6180-47e4-ae8c-4add4a3c2840,7.0,7.0,7.0
ab6a746f-ebc9-4ab7-b238-17d34570267a,4.0,5.0,6.0
aba56744-8ee6-4db6-910c-c767bb670268,4.0,4.0,5.0
ac1f984c-8e50-4192-9f75-22be4a684fff,3.0,3.0,3.0
ac439ba5-45e6-441b-9ca0-83221487a604,,,
ac49dc54-7198-4c40-8c39-058249c0a567,5.0,5.0,5.0
ac55ddc1-0026-4257-9b50-8800ea8b4a6d,,,
ac6a9b8c-630d-4074-ac84-c2d2729f4c9a,4.0,5.0,7.0
ac89e88a-aa41-4902-9824-aee8b5f69016,3.0,3.0,3.0
ad036196-2292-4d7c-b324-b9e0ffcf71a2,5.0,5.0,5.0
ad245b5a-1a89-42f0-b967-042088c8446a,5.0,6.0,8.0
adef2eb4-fd6f-4e0c-af35-c994de2cfe5d,3.0,3.0,3.0
ae11b2b3-2ae8-4b51-94c5-70a2c3cf6483,,,
ae33f9ea-a9cb-4e7a-8c16-9e328e1d4ded,,,
aef050d1-12b3-4217-92e4-1f64f077dbd0,3.0,3.0,3.0
af1e6518-8e9c-49aa-aa16-dce8f7e3d96e,3.0,3.0,3.0
af2989fb-a0b4-44b0-b8d7-4a3515be8935,,,
afd80683-7b92-42aa-a009-866701e658c9,4.0,4.0,4.0
afd89134-949a-4546-8d2a-2ed0afbb2afb,6.0,7.0,8.0
afe9df54-baa2-4c1d-bbfe-948b91e763e0,,,
b124b4d6-ee62-400f-8eee-2ced68451772,4.0,4.0,4.0
b12c05b1-b1aa-4533-9512-b56bcb9403d9,3.0,3.0,3.0
b1cd45c0-fce9-454c-8b80-9e4677b52c1b,,,
b1e21364-d21f-46cf-8e52-6e87fea00249,4.0,4.0,4.0
b1f12c56-4cf1-4e57-a99d-925c21448b8e,6.0,7.0,9.0
b236d82a-08ba-4d23-b8d9-65a6ee0a63f9,3.0,3.0,3.0
b250b829-6b85-4d6b-a287-1e057ab46778,,,
b268db3e-a04f-41d2-ba2e-40a2ae2bb408,4.0,4.0,5.0
b27689b5-8f4d-435d-b557-5b0e68f65cdc,,,
b33af167-2bf3-4fd3-ae6a-18b29da75b30,3.0,3.0,3.0
b341740d-b142-4423-bc7a-3eb3a7f667e5,,,
b3eab45d-3308-4fa4-abe2-3f3b1f26d2df,5.0,5.0,5.0
b421c2cc-7526-4f18-b54b-64b29ec61060,4.0,4.0,4.0
b4c21561-531f-4954-bebb-89e3cc75f0f2,12.0,12.0,12.0
b4d80898-8acc-4358-a884-81eea8f17785,,,
b4e6ac88-8e89-4dd6-b49c-57c9856ee517,,,
b545ac6b-9d11-4f7d-a688-36184d00d7a1,3.0,3.0,3.0
b6cff8ad-90e9-4195-8841-a300881a2122,3.0,3.0,3.0
b70a2039-555f-4bd1-8e2d-87cbedd0efdc,,,
b79fe142-94e6-4b72-8f19-5152f50466ac,3.0,3.0,3.0
b84992bb-3e2b-4385-a9c7-b435125bd3b4,5.0,5.0,5.0
b85396ec-bf03-43e1-96c1-b7f4fd9d1886,4.0,6.0,6.0
b9521e6c-bd99-4f9b-ae70-19135dc74c51,3.0,3.0,3.0
b95ab5d0-0e04-4c73-bc60-501fde9f4199,3.0,3.0,3.0
b9afed5a-c36c-4ea5-b60d-4d58298c25b8,4.0,5.0,6.0
b9b0db5f-99b1-40c0-840e-41fc4237aa99,4.0,4.0,
b9ca626e-1dcc-46f9-be3c-5e37eb903f41,3.0,3.0,3.0
b9cab5f6-1826-4cd7-bf80-d514b643740f,4.0,4.0,4.0
b9e1a22e-8182-40d3-8bda-d6be917606dd,5.0,5.0,5.0
ba0e992b-e41f-4c03-90c1-a7d9d7851921,3.0,3.0,3.0
ba2977cc-b1e8-49b1-8d71-abfb89adc6a9,5.0,6.0,6.0
ba45373c-cc3c-4512-8b1f-8715ea7a0a30,,,
bb0dbaf9-51f8-4490-b2f6-1ae6d07671e0,4.0,4.0,4.0
bb48d7a4-e5ce-4384-9829-9eed594831fc,3.0,3.0,3.0
bbe71dfb-456d-448c-9453-7257ee982448,4.0,5.0,6.0
bc11a111-e407-4f76-8093-09f79500ea87,,,
bc3634fa-ec6b-4931-b7bc-5205f298b5f6,7.0,8.0,9.0
bc746934-7138-435d-bb92-5e76d92def2f,3.0,3.0,3.0
bc74d30b-db89-4c5a-a69d-8c965d3f7e9b,5.0,8.0,11.0
bc839ccd-4c65-4158-80dc-c85cc64c3804,,,
bcb07ca3-e200-4e1e-bc56-e8bfb61ee146,,,
bcc8a77f-e95a-4474-be38-a810b075b9aa,8.0,8.0,8.0
bd3aeadf-3349-4ba5-96ee-73488082e0a2,8.0,8.0,8.0
bd603e43-bf0a-4b71-9ff3-4d1fc11eb358,3.0,3.0,3.0
bd9454be-3441-4142-95c1-b1870ee129c2,5.0,6.0,7.0
bdcb7437-f3e0-4d63-8087-14a0de272d79,6.0,6.0,6.0
beed9b39-27ff-4694-9449-e4910ff5b4dc,,,
bf744b10-b0f1-47bc-a786-1dd906d0740d,,,
bf83c297-d11f-4de0-bd97-4be4b84e5ffe,5.0,5.0,5.0
bf997d28-0e91-46a4-a5b2-44d127a3fc30,6.0,8.0,9.0
bfb2bb9a-bb7a-487c-ad13-098d4e339175,,,
c02bd6ac-de77-4e58-b234-dca99b28fe47,5.0,5.0,5.0
c0b5aa14-7425-4d74-83b5-7fa25aec0762,4.0,4.0,4.0
c0d16e3e-df39-4614-9f5a-6fda6cf53bdc,6.0,6.0,6.0
c19924a2-ced4-4738-ac39-f2f92d77ae14,4.0,5.0,6.0
c19ec5c9-4d37-4f56-9298-088245466c2c,,,
c2169778-b09f-49d9-8ad3-2ad9c000dd15,4.0,4.0,4.0
c2255a75-f374-4fdb-b2c7-0483d768bb92,4.0,5.0,6.0
c240dadc-4004-4e05-aa76-f2fb000925f1,,,
c258c808-12cb-42d8-b98e-1259ddae83cb,,,
c25e7e4a-4348-4ee0-ab8c-94a065f0b45d,3.0,3.0,3.0
c26c471c-8610-4bc1-914d-5433575380dd,,,
c27f8b6b-aa55-47e2-8d9a-241e9e090411,,,
c2ed7ce9-ecd7-458b-8f4f-86223b1b1d63,3.0,3.0,3.0
c37bc219-a98f-41d4-a858-f3997247edaf,,,
c4006d00-da12-406e-a4e3-d376083dfd0c,3.0,3.0,3.0
c405fa97-fe17-4da0-95cf-bfb7edc227f9,,,
c43b924a-2a63-44af-98f0-963c6032772e,6.0,6.0,6.0
c45ed50d-f7a6-498b-a35e-68f7ee46a1f9,7.0,7.0,7.0
c4f3b206-cbc5-46b7-8712-39ec409cbf01,4.0,5.0,6.0
c4fbff12-f2e9-4e3e-8fef-a13ced8f0f19,3.0,3.0,3.0
c50e65d1-d666-40b4-bc76-f971126cf961,,,
c5831407-aa42-4b0d-9c80-e49cede88ee3,3.0,3.0,3.0
c62366e6-360d-43d7-a4b5-fb764017d89d,,,
c642a9fe-bb7a-413d-abc1-5aa2ae6f1395,,,
c64a38bf-845c-4b01-bf07-a812d67037fa,4.0,4.0,5.0
c7581848-7dc8-44e1-a6e3-8189ba4784ef,5.0,5.0,5.0
c77e3404-4457-440e-8f65-1fd48a667f0c,4.0,5.0,6.0
c7b0fa7c-bb09-46f1-9770-6636b57fbe6d,,,
c801428e-3ef1-4033-bfc4-ecf475571c27,4.0,4.0,6.0
c801cc87-c635-40dc-8dd5-448f46ad6b7a,4.0,6.0,6.0
c810bfae-5514-45fe-9a08-4fde7d2584dc,,,
c85b14d6-5d9f-47f8-a2b6-bed5061b5ab4,4.0,5.0,5.0
c85feade-0ec1-4144-9487-e9d7c56fa937,5.0,5.0,5.0
c97f2cfe-1f75-46a6-8cea-ac739eae7d37,,,
ca7101fa-b3bb-4c13-a63b-14f89f3b6f11,6.0,7.0,10.0
ca9d5692-245d-4997-9d6a-0e06ad8a93f7,6.0,7.0,8.0
cab41087-c44d-4b08-8e5c-67fb16bbf6c9,3.0,3.0,3.0
caf33f29-a4f0-4350-a9a9-5c90ee3f99f6,3.0,3.0,3.0
cb058fc3-5258-484f-9c3a-ac0670658e58,,,
cb45c313-e0cd-4fac-80b1-a2e83aed9b27,3.0,3.0,3.0
cb9da1e4-f896-4fde-807c-6201b286e3af,,,
cbb6ba91-be1d-4d8e-a2d1-c373c259756f,6.0,7.0,9.0
cbf1d886-f9ad-43dc-af0c-4b1a0531e7c2,5.0,5.0,5.0
cc720a1b-acfe-49aa-898d-ee03d380cfde,4.0,5.0,7.0
cce64337-2647-4ca9-8a42-f47c3b07633a,7.0,9.0,11.0
ccf45c51-45d1-4b15-90f3-79d33cb228d6,4.0,4.0,5.0
cd1eb671-3b12-4fad-8c34-6c13a951a5af,3.0,3.0,3.0
cd40bcac-0aab-4ba6-823d-874ae3a3c98c,3.0,3.0,3.0
ce47d494-bbc4-4eb0-8c91-88d34fbb8c31,3.0,3.0,3.0
cef9427d-a240-45f3-9ae7-b13382a4b0ed,,,
cf36c182-297e-40c8-9997-a98765a3395d,,,
cf6d9d10-989d-4a66-87f2-82b6060ef866,4.0,4.0,4.0
d0210d09-c634-4a0c-a7de-276701291383,4.0,6.0,8.0
d038a5ee-0ea1-47ac-86ed-6f1c459d6752,4.0,4.0,4.0
d0481304-7af6-438d-9d59-991b8bf7ba53,4.0,5.0,6.0
d1bdebf6-812b-4d92-9684-23c8a0dc8928,4.0,4.0,4.0
d209796f-8b73-48f4-834c-9e394007af2e,5.0,6.0,7.0
d217099a-53a2-4a45-b574-35fd7ac8c1a4,,,
d23c1699-5110-48f3-a085-1b1e522f3532,3.0,3.0,3.0
d27ae65c-0bf1-445c-9712-6347ac96fd5e,5.0,5.0,5.0
d3705862-f5ca-43a8-9495-d6f7c4a0c5c0,5.0,6.0,7.0
d38b2f9b-681c-47b5-a595-76f7057e05d2,,,
d498c573-2483-4e74-846b-fb00de86cb0b,4.0,6.0,7.0
d4c82510-f642-4714-8195-2a69030e8e8d,9.0,10.0,11.0
d4f30bb4-152f-4ecf-8b99-75f06a2e5e50,5.0,6.0,6.0
d528a17b-8d26-46bc-91a6-c62b3a89d8d8,3.0,3.0,3.0
d598a489-de7f-4fdc-a7cc-a29070d79b19,7.0,8.0,9.0
d60928ef-4cf6-42ec-a2ce-31c64f732016,4.0,4.0,4.0
d61cd586-5d3e-4bf7-ac0c-c31120e050a9,6.0,7.0,9.0
d63ae0ca-4fbf-4fb0-90db-0deeb456a410,3.0,3.0,3.0
d64a2f5d-8170-4908-ae7f-67ce23baf823,6.0,6.0,7.0
d6854714-14e7-4e53-b5ed-f3b0b84564d2,,,
d6e46ad2-4e68-42d2-84d6-9f82d4acf64e,5.0,6.0,7.0
d71fd2e5-84b8-4a52-b01d-a5db47fa6a83,4.0,5.0,5.0
d76e8982-eb75-45a6-bc30-4a17854756a3,3.0,3.0,3.0
d776c35d-4a0e-432f-8085-a3dbdc8dac31,,,
d798fbae-9b75-4c99-a5d6-eebc6863cc3a,,,
d7caf004-e724-42d0-80fc-42af5fb3c23b,3.0,3.0,3.0
d8359ab0-4901-402f-9cc1-4af57d747498,10.0,10.0,10.0
d8441657-4d8d-44ea-8fae-587ae32d7479,,,
d846e630-c519-4335-b7b4-f25651b39be3,3.0,3.0,3.0
d87a2907-688f-4b7e-af5d-f0e4b0ee8013,6.0,7.0,8.0
d8a41b08-75c1-4628-ad2c-c614f2cb5db2,,,
d90861e1-093f-4f90-ab15-ac4525210911,,,
d9a123e6-3472-42da-a439-71c4e8db2978,3.0,3.0,3.0
d9dba12d-10e9-4fbc-9859-195ad5d863ff,5.0,5.0,6.0
da1174b1-1691-43ff-92b1-4653d5737131,,,
dabdcdfa-bc80-4231-b34c-4eb327b82448,,,
dae967be-f4d2-4964-a766-0b43b1aa65f5,3.0,3.0,3.0
db5e2859-5f62-4646-a07a-89e609c1b2b3,,,
db60dfdb-6d7d-425c-bad9-eeea75433d0b,3.0,3.0,3.0
db9ec436-dbf5-433f-a436-665e235a575a,3.0,3.0,3.0
dbb945be-b9ec-471e-9121-ecec1f44917e,4.0,7.0,7.0
dbc763c1-d705-4b78-aa3b-d4a196b78000,5.0,5.0,5.0
dc1c8183-15f6-42ed-a73e-20a273251fb6,4.0,4.0,5.0
dd6356ac-c8a9-4d93-ad69-9f276335fcd4,3.0,3.0,3.0
dd7b585d-1bf8-47bf-acc8-ddeef067a569,4.0,5.0,6.0
dde9f928-772e-4f59-96ca-6c8c6bff9955,4.0,5.0,6.0
de34dc24-7f22-437d-9da0-8fd923a0ee22,3.0,3.0,3.0
de35bc91-887a-4f1e-926c-168281a3cab8,9.0,9.0,9.0
df0132cd-491f-4d2e-a17b-b88d1890b800,4.0,5.0,5.0
dfa01a7f-84c9-4517-ac04-1a17e3fe35f6,4.0,4.0,6.0
e087dc81-7a83-4739-a3d9-1fbe7a485573,3.0,3.0,3.0
e094fcfe-14bb-438a-878c-d931c9094771,,,
e0be2b20-a50d-469d-a550-92f6e7fbe1cc,4.0,5.0,5.0
e0e9bd5c-b271-4cf7-a2ee-be2468ed512b,,,
e1024080-a385-426a-801e-1297d19a6401,,,
e1030e99-4304-4f02-9e81-6ef2d2514861,8.0,8.0,8.0
e1588f69-1723-4823-96c7-2eb2fe047f2a,3.0,3.0,3.0
e169cef7-5dc9-4308-9ad5-4932dc8eb22a,4.0,4.0,4.0
e1acbf18-93ba-428e-abd7-0a4088e5a472,4.0,5.0,6.0
e1fbd44c-ec71-44f4-8b7c-bfd252e9e257,9.0,9.0,9.0
e293b545-d096-4dc3-8dba-b408b1040746,9.0,9.0,9.0
e2a672e4-e175-4493-a0a2-19ab87e92975,,,
e2d54323-2f85-4905-b78a-f674881073cb,5.0,5.0,5.0
e34c3acd-11d1-45fe-a48f-29bc6ff57cb0,4.0,5.0,6.0
e35da912-eb5c-4aee-bb60-254edaeec47b,,,
e35f3617-8986-4b06-a678-fb44c640f604,,,
e3929d16-3079-43e5-ad16-9a87ac0e6388,3.0,3.0,3.0
e5544f6c-c421-4ff4-ab75-3d295b4eb1d9,4.0,5.0,5.0
e5c5f87b-d53b-4416-a092-c76579ef654f,4.0,5.0,5.0
e6280c9a-ebe7-479a-a8b8-51be40390ae5,,,
e6ff42f2-2811-4066-93c2-15ef39ac6b25,3.0,3.0,3.0
e70c0f06-83a8-4cb0-bf13-f41523081695,5.0,6.0,8.0
e717e799-3065-4511-8b8b-350210cd01ea,,,
e76eaaa8-2b5f-4c44-9a62-145ce939d4d7,3.0,3.0,3.0
e87a2363-e7be-4d28-a21a-a6a1c04697b5,3.0,3.0,3.0
e88c51fc-64d6-4253-8915-00445a80dc73,3.0,3.0,3.0
e907386a-ff11-40ed-b87c-252863c54014,,,
e9fa7393-d5c3-4097-8ad0-c0492da9440a,5.0,6.0,7.0
ea0a9174-8a21-4f26-9d8f-2c0fe9d92c24,,,
ea8e5db1-3c71-4d5e-abf3-a7d6656f28e7,3.0,3.0,3.0
eac4b7dc-8bd8-4f21-b67e-33d77f08a9ab,3.0,3.0,3.0
eb15ed33-4ce4-436b-ad84-bf225ef80831,3.0,3.0,3.0
ebc7fdbc-686d-40f3-80b6-f111fa7b6022,6.0,7.0,8.0
ec03fc49-58c6-4e87-aa7a-7235cd02188b,,,
ec38c0d7-03be-4846-965c-b1accf9cdf54,,,
ecb1d873-0b8d-4e32-8a2b-2d94f196a161,,,
ecb819ed-3a21-4392-b9ed-822c73dd7926,5.0,6.0,6.0
ed2946e6-a70c-4cad-9cdc-9393d4c86d65,,,
ed360f8f-0d09-4427-8cc0-957962db7f01,4.0,4.0,5.0
ed3d8322-7f25-4bb2-93da-1f63d32e9ceb,7.0,10.0,10.0
eda4fd09-a930-4889-a5b0-5c220c3c0729,5.0,6.0,8.0
ee02d51f-b13b-448f-87d5-e0b7d8010e3c,,,
ee38cdba-fe42-47e7-8bf8-f0924105fd65,6.0,7.0,8.0
efce2f60-78ba-4ab1-ab90-248d48a8770b,,,
efff1e5b-c70d-4185-8c58-facc6c8f14ae,,,
f020b600-b332-4043-990a-e0d6efe58c0c,3.0,3.0,3.0
f02740a0-4363-47f9-91c3-ab2fe5c4defa,,,
f06375de-baac-4315-a57a-53d96495627e,3.0,3.0,3.0
f11acbe3-c86f-4ffb-9717-869a0d1d1d26,,,
f202f772-bf5a-47df-8d56-049c09e57f80,,,
f22246bc-502b-46fd-bf27-e59221e6255e,6.0,7.0,8.0
f3274703-d933-4158-9aaf-c68a23de4fc5,3.0,3.0,3.0
f37a4e3d-5ab5-4466-ba37-4f2c65b016d5,,,
f3ce98c4-a497-4ec3-ad9e-8e0206350f8b,,,
f439d0b2-e926-424b-b5ce-febb2419a150,3.0,3.0,3.0
f4683012-67d6-4678-9a55-b3d8073e8e84,4.0,5.0,6.0
