account_id,year_month,month_index,billing_amount,committed_payment_ratio,revolving_principal_before_payment,scheduled_principal_payment,revolving_fee,ending_carryover_principal,total_payment_amount,minimum_principal_required,actual_principal_paid,revolving_active,payment_status,payment_event
ebc7fdbc-686d-40f3-80b6-f111fa7b6022,2026-04,12,1424519,0.3318,3663908,1215755,30370,2448153,1246125,734980,1215755,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-02,1,1051861,0.2758,1051861,290089,0,766596,290089,285265,285265,True,최소결제,minimum_only
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-03,2,1010095,0.2862,1776691,508575,10396,1268116,518972,481839,508575,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-04,3,1047452,0.2774,2315568,642418,17198,1673150,659615,627982,642418,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-05,4,1153188,0.2822,2826338,797689,22691,2028649,820379,766503,797689,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-06,5,1207488,0.2739,3236137,886305,27512,2349832,913817,877640,886305,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-07,6,1113862,0.2752,3463694,953182,31868,2510512,985050,939354,953182,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-08,7,1096947,0.2721,3607459,981594,34047,3607459,1015641,978343,0,True,연체,delinquent
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-09,8,1133429,0.2743,4740888,1300527,48923,3440361,1349450,1285729,1300527,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-10,9,1134064,0.2797,4574425,1279632,46657,3294793,1326289,1240584,1279632,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-11,10,1178858,0.2738,4473651,1224763,44683,3248888,1269445,1213254,1224763,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2025-12,11,1187614,0.2737,4436502,1214395,44060,3222107,1258456,1203179,1214395,True,정상,normal
f95f2c06-767d-4185-ac6d-508ad63767c3,2026-01,12,1094061,0.2771,4316168,1195804,43697,3120364,1239501,1170545,1195804,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-01,1,844297,0.8979,844297,758102,0,86195,758102,204235,758102,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-02,2,812580,0.7715,898775,693381,1169,205394,694550,217414,693381,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-03,3,785525,0.7141,990919,707615,2785,283304,710401,239703,707615,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-04,4,802617,0.6441,1085921,699456,3842,386465,703298,262684,699456,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-05,5,784520,0.5926,1170985,693930,5241,477055,699171,283261,693930,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-06,6,723932,0.4885,1200987,586729,6470,614258,593198,290519,586729,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-07,7,768762,0.4503,1383020,622805,8330,760215,631136,334553,622805,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-08,8,756352,0.393,1516567,596086,10310,920481,606396,366858,596086,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-09,9,836914,0.3837,1757395,674385,12483,1083010,686869,425114,674385,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-10,10,791158,0.3687,1874168,691060,14687,1183108,705748,453361,691060,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-11,11,760824,0.328,1943932,637649,16045,1306283,653694,470237,637649,True,정상,normal
f81565c6-94cb-49f6-b70f-c10170a1cd95,2025-12,12,766944,0.2731,2073227,566290,17715,1506937,584006,501514,566290,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2024-12,1,1207821,0.9749,1207821,1177552,0,30269,1177552,312946,1177552,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-01,2,1253164,0.9956,1283433,1277778,410,5655,1278189,332537,1277778,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-02,3,1268777,0.9831,1274432,1252862,77,21570,1252939,330205,1252862,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-03,4,1335359,0.9957,1356929,1351079,293,5850,1351372,351580,1351079,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-04,5,1293919,0.954,1299769,1239925,79,59844,1240004,336770,1239925,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-05,6,1293547,0.9481,1353391,1283175,812,70216,1283986,350664,1283175,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-06,7,1210300,0.9631,1280516,1233246,952,47270,1234198,331782,1233246,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-07,8,1287737,0.9531,1335007,1272365,641,62642,1273006,345900,1272365,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-08,9,1191339,0.951,1253981,1192570,850,61411,1193419,324906,1192570,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-09,10,1176250,0.9459,1237661,1170748,833,66913,1171581,320678,1170748,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-10,11,1161126,0.9263,1228039,1137525,907,90514,1138433,318185,1137525,True,정상,normal
af2989fb-a0b4-44b0-b8d7-4a3515be8935,2025-11,12,1335849,0.9295,1426363,1325786,1228,100577,1327014,369571,1325786,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2024-10,1,2701184,0.1895,2701184,511928,0,2189256,511928,481081,511928,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2024-11,2,2768102,0.1783,4957358,883833,29690,4073525,913523,882905,883833,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2024-12,3,2542768,0.1828,6616293,1209222,55244,5407071,1264466,1178362,1209222,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-01,4,2748082,0.1794,8155153,1463241,73329,6691912,1536570,1452433,1463241,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-02,5,2818402,0.1846,9510314,1755910,90753,7754404,1846663,1693787,1755910,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-03,6,2915671,0.1796,10670075,1916626,105162,8769735,2021788,1900340,1900340,True,최소결제,minimum_only
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-04,7,2885382,0.1807,11655117,2105582,118932,9549535,2224514,2075776,2105582,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-05,8,2944460,0.1872,12493995,2338394,129507,10268814,2467902,2225181,2225181,True,최소결제,minimum_only
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-06,9,3164021,0.1836,13432835,2466226,139262,10966609,2605488,2392388,2466226,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-07,10,3175666,0.1805,14142275,2553099,148725,11589176,2701824,2518739,2553099,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-08,11,2896603,0.181,14485779,2622335,157168,11863444,2779504,2579917,2622335,True,정상,normal
c4006d00-da12-406e-a4e3-d376083dfd0c,2025-09,12,3063703,0.1786,14927147,2665414,160888,12261733,2826302,2658525,2665414,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-02,1,706153,0.9164,706153,647133,0,59020,647133,145326,647133,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-03,2,713659,0.8946,772679,691246,800,81433,692046,159017,691246,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-04,3,730585,0.8581,812018,696753,1104,115265,697857,167113,696753,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-05,4,768287,0.8454,883552,746966,1563,136586,748529,181835,746966,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-06,5,715678,0.8538,852264,727636,1852,124628,729489,175396,727636,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-07,6,754320,0.831,878948,730363,1690,148585,732053,180887,730363,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-08,7,775555,0.8176,924140,755572,2015,168568,757587,190188,755572,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-09,8,728034,0.8199,896602,735162,2286,896602,737448,184521,0,True,연체,delinquent
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-10,9,722666,0.8054,1619268,1304178,12159,315090,1316337,333245,1304178,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-11,10,743352,0.8131,1058442,860611,4273,197831,864884,217827,860611,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2025-12,11,712942,0.8161,910773,743305,2683,167468,745988,187437,743305,True,정상,normal
3739db8d-ee1f-4353-ad7e-6b2a5f7c4ca0,2026-01,12,772338,0.8142,939806,765213,2271,174593,767484,193412,765213,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-03,1,2770734,0.7824,2770734,2167702,0,603032,2167702,295637,2167702,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-04,2,2779956,0.7313,3382988,2474115,8178,908873,2482293,360965,2474115,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-05,3,2549995,0.7079,3458868,2448551,12326,1010317,2460876,369061,2448551,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-06,4,2565917,0.6717,3576234,2402219,13702,1174015,2415921,381584,2402219,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-07,5,2724996,0.6221,3899011,2425528,15922,1473483,2441449,416024,2425528,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-08,6,2447447,0.5928,3920930,2324454,19983,1596476,2344436,418363,2324454,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-09,7,2484836,0.572,4081312,2334659,21651,1746653,2356310,435476,2334659,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-10,8,2663084,0.5119,4409737,2257545,23687,2152192,2281233,470519,2257545,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-11,9,2495661,0.5027,4647853,2336498,29187,2311355,2365685,495926,2336498,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2025-12,10,2680540,0.4837,4991895,2414747,31346,2577148,2446093,532635,2414747,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2026-01,11,2596368,0.4703,5173516,2433344,34950,2740172,2468294,552014,2433344,True,정상,normal
1af153fb-5b25-41b0-80d0-94c2d2b76284,2026-02,12,2189798,0.4294,4929970,2116831,37161,2813139,2153992,526028,2116831,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2024-11,1,1962253,0.2027,1962253,397734,0,1564519,397734,346534,397734,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2024-12,2,2391178,0.1793,3955697,709149,21217,3246548,730366,698576,709149,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-01,3,2194362,0.1804,5440910,981329,44029,4459581,1025357,960865,981329,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-02,4,2306958,0.181,6766539,1224583,60479,5541956,1285062,1194971,1224583,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-03,5,2359601,0.1804,7901557,1425349,75158,6506142,1500507,1395415,1395415,True,최소결제,minimum_only
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-04,6,2537809,0.1814,9043951,1640537,88234,7403414,1728771,1597162,1640537,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-05,7,2508371,0.1804,9911785,1788459,100402,8123326,1888861,1750421,1788459,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-06,8,2598665,0.1794,10721991,1924014,110166,8797977,2034180,1893504,1924014,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-07,9,3004675,0.1774,11802652,2094099,119315,9708553,2213415,2084348,2094099,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-08,10,2972743,0.1773,12681296,2248835,131664,10432461,2380499,2239517,2248835,True,정상,normal
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-09,11,3050039,0.177,13482500,2386127,141481,11101490,2527608,2381010,2381010,True,최소결제,minimum_only
0c6e36a3-27b6-4ceb-89f4-5ac055838b67,2025-10,12,3236399,0.1799,14337889,2580091,150554,11757798,2730645,2532071,2580091,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-01,1,2313100,0.8939,2313100,2067727,0,245373,2067727,450823,2067727,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-02,2,2305145,0.8117,2550518,2070348,3328,480170,2073676,497096,2070348,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-03,3,2162430,0.7451,2642600,1969070,6512,673530,1975581,515043,1969070,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-04,4,2218862,0.6694,2892392,1936071,9134,956321,1945205,563727,1936071,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-05,5,2231221,0.6044,3187542,1926454,12969,1261088,1939423,621252,1926454,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-06,6,2230183,0.5306,3491271,1852603,17102,1638668,1869705,680449,1852603,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-07,7,2244452,0.5093,3883120,1977622,22223,1905498,1999846,756820,1977622,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-08,8,2189318,0.4712,4094816,1929488,25842,2165328,1955330,798080,1929488,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-09,9,2412465,0.4157,4577793,1902836,29365,2674957,1932201,892212,1902836,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-10,10,2260712,0.3755,4935669,1853338,36277,3082331,1889615,961962,1853338,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-11,11,2345388,0.3454,5427719,1874706,41801,3553013,1916507,1057862,1874706,True,정상,normal
52bf87cd-627c-496d-8745-553817b27de2,2025-12,12,2286394,0.3042,5839407,1776478,48185,4062929,1824663,1138100,1776478,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-05,1,1830171,0.1657,1830171,303227,0,1526944,303227,276356,303227,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-06,2,1869030,0.1523,3395974,517185,20708,2878789,537893,512792,517185,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-07,3,2023073,0.153,4901862,749859,39041,4152003,788901,740181,749859,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-08,4,2131624,0.1513,6283627,950911,56308,5332716,1007219,948828,950911,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-09,5,1978030,0.1561,7310746,1140944,72320,6169802,1213264,1103923,1140944,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-10,6,2196940,0.1555,8366742,1300949,83673,7065793,1384621,1263378,1300949,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-11,7,2228028,0.1521,9293821,1413776,95824,7880045,1509599,1403367,1413776,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2025-12,8,2315683,0.1535,10195728,1565290,106866,8656173,1672157,1539555,1539555,True,최소결제,minimum_only
43776923-388e-422b-8e3f-9df859d9bb3b,2026-01,9,2457144,0.1517,11113317,1685917,117392,9427400,1803309,1678111,1685917,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2026-02,10,2441911,0.1532,11869311,1818512,127851,10050799,1946363,1792266,1818512,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2026-03,11,2586716,0.1525,12637515,1927662,136305,10709853,2063967,1908265,1927662,True,정상,normal
43776923-388e-422b-8e3f-9df859d9bb3b,2026-04,12,2490292,0.1553,13200145,2050585,145243,11149560,2195828,1993222,2050585,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-02,1,804570,0.8288,804570,666805,0,719125,666805,85445,85445,True,최소결제,minimum_only
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-03,2,836563,0.765,1555688,1190047,9753,365641,1199799,165214,1190047,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-04,3,771746,0.7799,1137387,887001,4959,250386,891959,120790,887001,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-05,4,825992,0.7371,1076378,793356,3396,283022,796752,114311,793356,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-06,5,823896,0.6813,1106918,754089,3838,352829,757927,117555,754089,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-07,6,847712,0.5828,1200541,699724,4785,500817,704509,127497,699724,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-08,7,868639,0.557,1369456,762782,6792,606674,769574,145436,762782,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-09,8,808199,0.5545,1414873,784487,8227,1414873,792714,150260,0,True,연체,delinquent
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-10,9,879210,0.5422,2294083,1243806,19188,1050277,1262994,243632,1243806,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-11,10,898011,0.5162,1948288,1005626,14243,942662,1019870,206908,1005626,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2025-12,11,902700,0.4458,1845362,822698,12784,1022664,835482,195977,822698,True,정상,normal
afd89134-949a-4546-8d2a-2ed0afbb2afb,2026-01,12,810971,0.4399,1833635,806630,13869,1027005,820499,194732,806630,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-03,1,1572914,0.2619,1572914,411901,0,1161013,411901,374511,411901,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-04,2,1614085,0.2385,2775098,661918,15745,2113180,677663,660751,661918,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-05,3,1726887,0.2386,3840067,916252,28658,2923815,944910,914320,916252,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-06,4,1845820,0.2385,4769635,1137469,39652,3633985,1177121,1135650,1135650,True,최소결제,minimum_only
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-07,5,1762269,0.2385,5396254,1287142,49283,4109112,1336424,1284848,1287142,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-08,6,1761332,0.2381,5870444,1397905,55726,4472539,1453631,1397753,1397905,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-09,7,1823724,0.2386,6296263,1502370,60655,4793893,1563025,1499140,1502370,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-10,8,1949182,0.2385,6743075,1608264,65013,5134811,1673278,1605526,1608264,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-11,9,1892078,0.2385,7026889,1676263,69636,5350626,1745899,1673102,1676263,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2025-12,10,1897642,0.2382,7248268,1726817,72563,5521451,1799381,1725813,1726817,True,정상,normal
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2026-01,11,2005591,0.2386,7527042,1795593,74880,7527042,1870473,1792189,0,True,연체,delinquent
b9521e6c-bd99-4f9b-ae70-19135dc74c51,2026-02,12,2023618,0.2388,9550660,2280848,102079,7276648,2382927,2274012,2274012,True,최소결제,minimum_only
925f6019-bae0-47df-9016-0a470c7cadc4,2025-07,1,2643909,0.8975,2643909,2372882,0,271027,2372882,494411,2372882,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2025-08,2,2804038,0.8135,3075065,2501523,3676,573542,2505198,575037,2501523,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2025-09,3,2759836,0.7346,3333378,2448794,7778,884584,2456573,623342,2448794,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2025-10,4,2761078,0.6728,3645662,2452789,11996,1192873,2464785,681739,2452789,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2025-11,5,2865730,0.6278,4058603,2547937,16177,1510666,2564114,758959,2547937,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2025-12,6,2863558,0.5837,4374224,2553146,20487,4374224,2573633,817980,0,True,연체,delinquent
925f6019-bae0-47df-9016-0a470c7cadc4,2026-01,7,2660743,0.5245,7034967,3689703,59322,3345264,3749025,1315539,3689703,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2026-02,8,2800673,0.5277,6145937,3242951,45367,2902986,3288318,1149290,3242951,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2026-03,9,2806576,0.4936,5709562,2818119,39369,2891443,2857488,1067688,2818119,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2026-04,10,3030686,0.4542,5922129,2689597,39213,3232532,2728810,1107438,2689597,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2026-05,11,3003422,0.4573,6235954,2851912,43838,3384042,2895750,1166123,2851912,True,정상,normal
925f6019-bae0-47df-9016-0a470c7cadc4,2026-06,12,2875764,0.4253,6259806,2662048,45893,3597758,2707941,1170584,2662048,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-03,1,2199584,0.8233,2199584,1811020,0,388564,1811020,402744,1811020,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-04,2,2114097,0.7601,2502661,1902277,5270,600384,1907546,458237,1902277,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-05,3,2354807,0.7345,2955191,2170547,8142,784644,2178690,541095,2170547,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-06,4,2475065,0.6939,3259709,2261756,10641,997953,2272397,596853,2261756,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-07,5,2507488,0.6373,3505441,2233938,13534,1271503,2247472,641846,2233938,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-08,6,2357303,0.5944,3628806,2156890,17244,1471916,2174134,664434,2156890,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-09,7,2239496,0.5463,3711412,2027663,19962,1683749,2047624,679560,2027663,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-10,8,2130458,0.5189,3814207,1979217,22834,1834990,2002051,698381,1979217,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-11,9,2064310,0.4728,3899300,1843404,24885,3185338,1868290,713962,713962,True,최소결제,minimum_only
4f3a77f3-6e59-4655-b38c-af307b7a0744,2025-12,10,2291058,0.436,5476396,2387655,43198,3088741,2430854,1002728,2387655,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2026-01,11,2053691,0.4382,5142432,2253491,41888,2888941,2295379,941579,2253491,True,정상,normal
4f3a77f3-6e59-4655-b38c-af307b7a0744,2026-02,12,2257133,0.4014,5146074,2065741,39179,3080333,2104920,942246,2065741,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-02,1,2094483,0.9173,2094483,1921371,0,2094483,1921371,314172,0,True,연체,delinquent
e907386a-ff11-40ed-b87c-252863c54014,2025-03,2,2047404,0.9177,4141887,3801067,28405,340820,3829471,621283,3801067,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-04,3,2107035,0.9168,2447855,2244153,4622,203702,2248775,367178,2244153,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-05,4,2265783,0.9107,2469485,2248856,2763,220629,2251618,370423,2248856,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-06,5,2088299,0.9098,2308928,2100703,2992,208225,2103695,346339,2100703,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-07,6,2353312,0.9175,2561537,2350212,2824,211325,2353036,384231,2350212,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-08,7,2291185,0.9201,2502510,2302472,2866,200038,2305338,375376,2302472,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-09,8,2214533,0.9215,2414571,2225145,2713,189426,2227858,362186,2225145,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-10,9,1992443,0.9246,2181869,2017267,2569,164602,2019836,327280,2017267,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-11,10,2011658,0.9265,2176260,2016406,2232,159854,2018639,326439,2016406,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2025-12,11,2153439,0.928,2313293,2146674,2168,166619,2148842,346994,2146674,True,정상,normal
e907386a-ff11-40ed-b87c-252863c54014,2026-01,12,2078584,0.9372,2245203,2104280,2260,140923,2106539,336780,2104280,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2024-11,1,2978111,0.2249,2978111,669887,0,2978111,669887,618256,0,True,연체,delinquent
31d097bc-daf0-4b4c-834d-d577aa346680,2024-12,2,2893114,0.2083,5871225,1222905,40388,4648320,1263293,1218866,1222905,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2025-01,3,2880572,0.2077,7528892,1563722,63039,5965170,1626761,1562998,1563722,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2025-02,4,3049122,0.2077,9014292,1871935,80898,7142357,1952833,1871367,1871935,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2025-03,5,3384746,0.208,10527103,2189906,96862,10527103,2286768,2185427,0,True,연체,delinquent
31d097bc-daf0-4b4c-834d-d577aa346680,2025-04,6,3237155,0.2084,13764258,2868354,142765,13764258,3011119,2857460,0,True,연체,delinquent
31d097bc-daf0-4b4c-834d-d577aa346680,2025-05,7,3437977,0.2076,17202235,3571840,186666,13630395,3758506,3571184,3571840,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2025-06,8,3756154,0.2087,17386549,3629363,184851,13777101,3814213,3609448,3609448,True,최소결제,minimum_only
31d097bc-daf0-4b4c-834d-d577aa346680,2025-07,9,3712294,0.2079,17489395,3636416,186840,13852979,3823256,3630798,3636416,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2025-08,10,3533504,0.2086,17386483,3627128,187869,13759355,3814997,3609434,3627128,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2025-09,11,3780308,0.208,17539663,3648378,186599,13891285,3834978,3641234,3648378,True,정상,normal
31d097bc-daf0-4b4c-834d-d577aa346680,2025-10,12,3989116,0.2079,17880401,3717977,188389,17880401,3906366,3711971,0,True,연체,delinquent
82467a1e-3985-418d-9c17-6953143fdfb8,2025-03,1,1047804,0.8664,1047804,907827,0,139977,907827,196568,907827,True,정상,normal
82467a1e-3985-418d-9c17-6953143fdfb8,2025-04,2,990132,0.8593,1130109,971107,1898,159002,973005,212008,971107,True,정상,normal
82467a1e-3985-418d-9c17-6953143fdfb8,2025-05,3,1050327,0.8594,1209329,1039304,2156,170025,1041460,226870,1039304,True,정상,normal
