customer_id,account_id,year_month,month_index,carryover_share,carryover_share_delta_3m,carryover_share_slope_3m,committed_ratio_delta_3m,payment_ratio_gap,revolving_streak_months,minimum_payment_streak,delinquency_count_6m,limit_utilization_ratio,revolving_payment_to_income_ratio,risk_indicator
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-04,5,0.4437994773560931,0.1315607790101733,0.0494056046468471,-0.2173,0.2728,5,0,0,0.3866613333333333,,경고
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-05,6,0.4661709350448818,0.121182666982483,0.0395384144968896,-0.15,0.2401,6,0,0,0.4296156666666667,,경고
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-06,7,0.6558028442989019,0.2687087382477994,0.1060016834714044,-0.1546999999999999,0.1737,7,0,1,0.414405,,경고
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-07,8,0.6363939685312033,0.1925944911751102,0.0851115167431607,-0.1503,0.1225,8,0,1,0.4395406666666667,,경고
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-08,9,0.6690486176581354,0.2028776826132536,0.0066228866796167,-0.1737,0.0664,9,0,1,0.3916446666666666,,경고
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-09,10,0.6751395204084862,0.0193366761095843,0.0193727759386414,-0.135,0.0387,10,2,1,0.410576,,경고
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-10,11,0.6995454183150999,0.0631514497838965,0.0152484003284822,-0.1119,0.0105999999999999,11,3,1,0.3957973333333333,,심화
f48d598f-0d92-41d3-a566-61370bda6045,1b086871-d9ee-4d70-8559-9d478340affe,2025-11,12,0.699675460682173,0.0306268430240376,0.0122679701368433,-0.0664,0.0,12,4,1,0.436135,,심화
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2024-12,1,0.0518173367894778,,,,0.7489,1,0,0,0.2927586666666666,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-01,2,0.0501889987384094,,,,0.7537,2,0,0,0.2640056666666667,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-02,3,0.0605219228594356,,0.0043522930349789,,0.7422,3,0,0,0.277457,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-03,4,0.0254152903224339,-0.0264020464670438,-0.0123868542079877,0.0301,0.779,4,0,0,0.2857956666666666,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-04,5,0.0,-0.0501889987384094,-0.0302609614297178,0.0497999999999999,0.8035,0,0,0,0.2579763333333333,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-05,6,0.0,-0.0605219228594356,-0.0127076451612169,0.0613,0.8035,0,0,0,0.2717193333333333,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-06,7,0.001168650244597,-0.0242466400778369,0.0005843251222985,0.0232999999999999,0.8023,2,0,0,0.2803376666666666,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-07,8,0.0,0.0,0.0,0.0,0.8035,0,0,0,0.285043,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-08,9,0.0,0.0,-0.0005843251222985,0.0,0.8035,0,0,0,0.292655,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-09,10,0.0100558964685063,0.0088872462239092,0.0050279482342531,-0.009,0.7933,2,0,0,0.2655366666666666,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-10,11,0.0079150657951802,0.0079150657951802,0.0039575328975901,-0.0079,0.7956,3,0,0,0.2592476666666666,,관찰
8bbd610d-ce45-4777-9efc-1fd2284d7195,1bc08d29-7614-4792-aca3-a5cfca8c3fd6,2025-11,12,0.0234439667497755,0.0234439667497755,0.0066940351406345,-0.0238,0.7797,4,0,0,0.2595516666666667,,관찰
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2025-08,1,0.1645775365357386,,,,0.6006,1,0,0,0.3702887142857143,,관찰
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2025-09,2,0.2405489054013006,,,,0.5342,2,0,0,0.3603932857142857,,관찰
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2025-10,3,0.2761558194727157,,0.0557891414684885,,0.5052,3,0,0,0.3747565714285714,,관찰
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2025-11,4,0.3492672101864663,0.1846896736507276,0.0543591523925828,-0.1783,0.4223,4,0,0,0.3324497142857143,,주의
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2025-12,5,0.3973150870918447,0.1567661816905441,0.0605796338095645,-0.1793,0.3549,5,0,0,0.3647588571428571,,주의
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2026-01,6,0.4367914002181736,0.1606355807454578,0.0437620950158536,-0.1863,0.3188999999999999,6,0,0,0.3877368571428571,,경고
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2026-02,7,0.6461640952869403,0.296896885100474,0.1244245040975477,-0.1647,0.2576,7,0,1,0.3639762857142857,,경고
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2026-03,8,0.6276686783402367,0.2303535912483919,0.0954386390610315,-0.1715,0.1833999999999999,8,0,1,0.3810114285714285,,경고
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2026-04,9,0.6392489448181131,0.2024575445999395,-0.0034575752344135,-0.1669,0.152,9,0,1,0.3681737142857142,,경고
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2026-05,10,0.6791752229415349,0.0330111276545945,0.0257532723006491,-0.1364,0.1212,10,0,1,0.3943982857142857,,경고
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2026-06,11,0.7300032889227558,0.1023346105825191,0.0453771720523213,-0.0963999999999999,0.087,11,0,1,0.3493632857142857,,경고
3a4abcc5-7774-4917-b7c9-098b37210f34,1bc32a15-c877-4a3b-8cbe-b49af93e0261,2026-07,12,0.7119068172732571,0.0726578724551439,0.0163657971658611,-0.0377,0.1142999999999999,12,0,1,0.3610471428571428,,경고
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2024-10,1,0.5,,,,0.5887,1,0,1,0.2621132857142857,,관찰
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2024-11,2,0.6713445744319824,,,,0.5145,2,0,2,0.2513792857142857,,관찰
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2024-12,3,0.3793993787228591,,-0.0603003106385704,,0.4957,3,0,2,0.2657674285714286,,관찰
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-01,4,0.3345770737634795,-0.1654229262365205,-0.1683837503342514,-0.2022999999999999,0.3864,4,0,2,0.2791262857142857,,관찰
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-02,5,0.3725989123860918,-0.2987456620458905,-0.0034002331683836,-0.2067,0.3078,5,0,2,0.281722,,관찰
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-03,6,0.3743487530774904,-0.0050506256453687,0.0198858396570054,-0.1634,0.3323,6,0,2,0.274708,,관찰
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-04,7,0.5277881268890475,0.193211053125568,0.0775946072514778,-0.1396,0.2467999999999999,7,0,1,0.2799257142857143,,경고
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-05,8,0.529635576704138,0.1570366643180461,0.0776434118133237,-0.1393,0.1684999999999999,8,0,0,0.2838932857142857,,경고
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-06,9,0.532834373540298,0.1584856204628075,0.0025231233256252,-0.1790999999999999,0.1532,9,0,0,0.2987532857142857,,경고
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-07,10,0.5521513653750146,0.0243632384859671,0.0112578943354383,-0.0931999999999999,0.1536,10,0,0,0.2750127142857143,,경고
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-08,11,0.5546900821942671,0.0250545054901291,0.0109278543269845,-0.0343,0.1341999999999999,11,0,0,0.286012,,경고
d7adf18a-882d-4258-9406-2b44390bfac5,1be3176c-fe22-42e7-80f9-756f5616eac8,2025-09,12,0.5890804244185031,0.0562460508782051,0.0184645295217442,-0.0696,0.0836,12,0,0,0.2719851428571428,,경고
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-02,1,0.1431207804803834,,,,0.7068,1,0,0,0.3754773333333333,,관찰
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-03,2,0.2088230265585102,,,,0.6472,2,0,0,0.3810036666666667,,관찰
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-04,3,0.5562774778162803,,0.2065783486679484,,0.6038,3,0,1,0.396443,,관찰
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-05,4,0.4052139579530742,0.2620931774726908,0.0981954656972819,-0.1213999999999999,0.5854,4,0,1,0.3647533333333333,,경고
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-06,5,0.3619915088470887,0.1531684822885785,-0.0971429844845958,-0.1227,0.5245,5,0,1,0.397931,,주의
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-07,6,0.3846156955190159,-0.1716617822972644,-0.0102991312170291,-0.1316999999999999,0.4721000000000001,6,0,1,0.4060186666666667,,관찰
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-08,7,0.4350034978380123,0.0297895398849381,0.0365059944954618,-0.1751,0.4103,7,0,1,0.3838966666666666,,경고
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-09,8,0.4556653869316807,0.093673878084592,0.0355248457063324,-0.1349999999999999,0.3895,8,0,1,0.4058306666666667,,경고
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-10,9,0.4977222897165417,0.1131065941975257,0.0313593959392646,-0.1185,0.3536,9,0,0,0.3753963333333333,,경고
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-11,10,0.526205478169967,0.0912019803319546,0.0352700456191431,-0.1106999999999999,0.2996,10,0,0,0.3982356666666666,,경고
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2025-12,11,0.6431856899488927,0.1875203030172119,0.0727317001161755,-0.1044,0.2851,11,0,0,0.4161073333333333,,경고
f519635e-5b91-463a-9fdb-7e92b9500518,1c0cd857-2ef2-4a95-87ad-878f79a88fbc,2026-01,12,0.6415675703733569,0.1438452806568151,0.0576810461016949,-0.0982,0.2553999999999999,12,0,0,0.395902,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-03,1,0.4736010323254145,,,,0.673,1,0,0,0.399366,,관찰
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-04,2,0.3371596625894901,,,,0.6333,2,0,0,0.39503975,,관찰
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-05,3,0.3341098654525353,,-0.0697455834364395,,0.5754999999999999,3,0,0,0.36680325,,관찰
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-06,4,0.3606353303995287,-0.1129657019258857,0.0117378339050192,-0.1496999999999999,0.5233000000000001,4,0,0,0.3690285,,관찰
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-07,5,0.4032585608161091,0.0660988982266189,0.0345743476817868,-0.1538,0.4795,5,0,0,0.3422615,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-08,6,0.4245977273534188,0.0904878619008834,0.031981198476945,-0.1366999999999999,0.4388,6,0,0,0.384906,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-09,7,0.473902514655287,0.1132671842557582,0.0353219769195889,-0.1248,0.3985,7,0,0,0.356289,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-10,8,0.4847926168028042,0.0815340559866951,0.0300974447246927,-0.0765,0.4029999999999999,8,0,0,0.35881425,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-11,9,0.5064183512836155,0.0818206239301966,0.0162579183141642,-0.0521,0.3867,9,0,0,0.33760775,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2025-12,10,0.5144469821596844,0.0405444675043974,0.0148271826784401,-0.0531,0.3454,10,0,0,0.380012,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2026-01,11,0.5482356490872687,0.0634430322844645,0.0209086489018266,-0.0768999999999999,0.3261,11,0,0,0.3608435,,경고
d3ab15fc-4fe7-41bd-94bf-dee7c2bf2d84,1c4a1d39-3804-4349-9d75-f0c4a8c3b467,2026-02,12,0.5733296872526302,0.0669113359690147,0.0294413525464729,-0.1028999999999999,0.2838,12,0,0,0.3705685,,경고
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2024-10,1,0.1169984721481423,,,,0.5963,1,0,0,0.2036263333333333,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2024-11,2,0.1412272066364883,,,,0.5832,2,0,0,0.208492,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2024-12,3,0.1528348197075227,,0.0179181737796901,,0.5727,3,0,0,0.219749,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-01,4,0.1401109052260713,0.0231124330779289,-0.0005581507052085,-0.0046,0.5917,4,0,0,0.2102196666666666,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-02,5,0.1290395887428715,-0.0121876178936168,-0.0118976154823255,0.0176999999999999,0.6009,5,0,0,0.2159026666666666,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-03,6,0.1028540656973613,-0.0499807540101613,-0.0186284197643549,0.0563,0.629,6,0,0,0.214914,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-04,7,0.0971810991131071,-0.0429298061129641,-0.0159292448148821,0.0403,0.632,7,0,0,0.220252,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-05,8,0.057513234033894,-0.0715263547089775,-0.0226704158317336,0.0727999999999999,0.6737,8,0,0,0.2192293333333333,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-06,9,0.0766640561435157,-0.0261900095538455,-0.0102585214847956,0.0219,0.6509,9,0,0,0.2020006666666666,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-07,10,0.0695304762140236,-0.0276506228990835,0.0060086210900647,0.0274999999999999,0.6595,10,0,0,0.213254,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-08,11,0.083175478118471,0.0256622440845769,0.0032557109874776,-0.0292999999999999,0.6444,11,0,0,0.2131216666666666,,관찰
dc1aa4c6-28ab-42f1-be08-da61e7c5ec37,1ca37da2-7be3-42b1-86bb-75e607ae3b7c,2025-09,12,0.0692433598802602,-0.0074206962632555,-0.0001435581668816,0.0099,0.6608,12,0,0,0.2060406666666666,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2024-11,1,0.1146192346293554,,,,0.5880000000000001,1,0,0,0.3772186,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2024-12,2,0.1319674776104401,,,,0.5836,2,0,0,0.3610024,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-01,3,0.1383900218509824,,0.0118853936108134,,0.5777,3,0,0,0.369549,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-02,4,0.1366906874332456,0.0220714528038902,0.0023616049114027,-0.0071000000000001,0.5809,4,0,0,0.3731064,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-03,5,0.1346920512846914,0.0027245736742512,-0.0018489852831455,-0.0002999999999999,0.5833,5,0,0,0.3697672,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-04,6,0.1336567443362738,-0.0047332775147085,-0.0015169715484859,0.0057,0.5834,6,0,0,0.3830282,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-05,7,0.1358893728201646,-0.000801314613081,0.0005986607677366,0.0019,0.5828,7,0,0,0.352558,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-06,8,0.1351327299545092,0.0004406786698178,0.0007379928091177,-0.0020999999999999,0.5812,8,0,0,0.3790222,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-07,9,0.1373602064104642,0.0037034620741903,0.0007354167951497,-0.0022999999999999,0.5811000000000001,9,0,0,0.3544668,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-08,10,0.1388392265298005,0.0029498537096359,0.0018532482876456,-0.0048999999999999,0.5779000000000001,10,0,0,0.3637612,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-09,11,0.1438378135015177,0.0087050835470084,0.0032388035455267,-0.0081999999999999,0.5730000000000001,11,0,0,0.3597912,,관찰
78ef86f2-9424-4b61-ae6d-5403eefc4247,1cad67e0-44ff-4006-927f-c7e3def77700,2025-10,12,0.149730789593922,0.0123705831834577,0.0054457815320607,-0.0158,0.5653,12,0,0,0.3844698,,관찰
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-01,1,0.446044689349135,,,,0.01,1,1,0,0.3115851428571428,,관찰
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-02,2,0.5985158359556121,,,,9.9999999999989e-05,2,2,0,0.2946725714285714,,관찰
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-03,3,0.649077012361494,,0.1015161615061794,,0.0072,3,3,0,0.3333487142857143,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-04,4,0.7448532014741123,0.2988085121249773,0.07316868275925,-0.0036,0.0063999999999999,4,4,1,0.3212458571428571,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-05,5,0.7435412316134673,0.1450253956578552,0.0472321096259866,0.0066,0.0067,5,5,1,0.3606054285714286,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-06,6,0.7510671672688949,0.1019901549074009,0.0031069828973913,-0.0031,0.0040999999999999,6,6,1,0.3779227142857143,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-07,7,0.7643229204197929,0.0194697189456806,0.0103908444031627,-0.0017999999999999,0.0045999999999999,7,7,1,0.373779,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-08,8,0.7607510581361601,0.0172098265226927,0.0048419454336325,-0.0019,0.0047999999999999,8,8,1,0.407803,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-09,9,0.7627618689656792,0.0116947016967843,-0.0007805257270568,-0.0035,0.0005999999999999,9,9,1,0.4328138571428571,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-10,10,0.7783322506779692,0.0140093302581763,0.0087905962709045,-0.0015999999999999,0.003,10,10,0,0.4120727142857143,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-11,11,0.7680858639626892,0.0073348058265291,0.0026619974985049,-0.003,0.0017999999999999,11,11,0,0.4633747142857143,,심화
6f96cd8c-1ead-42d4-b908-0068eac039ed,1d258e4c-2fdd-4aaa-beaa-132dc0fc6049,2025-12,12,0.77972807385965,0.0169662048939708,0.0006979115908404,0.0015,0.0020999999999999,12,12,0,0.4503585714285714,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2024-11,1,0.4161438503764974,,,,0.0074,1,1,0,0.293287,,관찰
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2024-12,2,0.5459843433722628,,,,0.0024,2,2,0,0.31210875,,관찰
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-01,3,0.6155434358076015,,0.099699792715552,,0.0075999999999999,3,3,0,0.30687025,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-02,4,0.6431162674445112,0.2269724170680138,0.0485659620361242,-0.0044,0.003,4,4,0,0.32483825,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-03,5,0.6629026838859198,0.116918340513657,0.0236796240391591,0.0009,0.0033,5,5,0,0.3358525,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-04,6,0.6802571497149974,0.0647137139073958,0.018570441135243,-0.002,0.0055999999999999,6,6,0,0.33403,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-05,7,0.7654528506308328,0.1223365831863215,0.0512750833724565,0.0084,0.0114,7,7,1,0.31395725,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-06,8,0.7380813275134408,0.075178643627521,0.0289120888992217,0.0106999999999999,0.014,8,8,1,0.34261575,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-07,9,0.7230472194204518,0.0427900697054544,-0.0212028156051904,0.0055,0.0110999999999999,9,9,1,0.3600445,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-08,10,0.7707682591258722,0.0053154084950394,0.0163434658062157,9.9999999999989e-05,0.0115,10,10,2,0.397891,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-09,11,0.7701130985802519,0.0320317710668111,0.0235329395799,-0.0069,0.0070999999999999,11,11,2,0.3618325,,심화
0f0a334f-8beb-4ca7-9451-766565fd43f3,1d71335d-45d9-42ee-93d5-b4bd8fd20930,2025-10,12,0.7374121292298788,0.0143649098094269,-0.0166780649479967,0.0009,0.012,12,12,2,0.40873975,,심화
9fbd4a73-c40b-4148-ada5-44c8f6641631,1dc4ef07-28b2-489d-b8da-4c14b923c887,2025-03,1,0.5,,,,0.0081999999999999,1,1,1,0.4595013333333333,,관찰
9fbd4a73-c40b-4148-ada5-44c8f6641631,1dc4ef07-28b2-489d-b8da-4c14b923c887,2025-04,2,0.6092077152714757,,,,0.0019999999999999,2,2,1,0.4511453333333333,,관찰
9fbd4a73-c40b-4148-ada5-44c8f6641631,1dc4ef07-28b2-489d-b8da-4c14b923c887,2025-05,3,0.6540314733707459,,0.0770157366853729,,0.0071999999999999,3,3,1,0.4781116666666666,,심화
9fbd4a73-c40b-4148-ada5-44c8f6641631,1dc4ef07-28b2-489d-b8da-4c14b923c887,2025-06,4,0.6991856881505437,0.1991856881505437,0.044988986439534,-0.0065999999999999,0.0015999999999999,4,4,1,0.4483396666666667,,심화
